Кабель,От позиция,Каб. ввод,До позиции,Каб. ввод,"Марка кабеля, количество жил, сечение","Длина,",Тип,"Длина,",Тип сигнала
C-19JB006-1,19JB006,"М32х1,5",7-ШС19.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",10,"РЗ-ЦХ-32
 Ц-32х3,2","2
 3",DI/DO/AI
C-19JB006-2,19JB006,"М20х1,5",7-ШС19.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",10,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",24VDC
C-19kre1-1,19крэ1,-,19JBU006,-,Комплектная поставка,-,-,-,24VAC
C-19JBU006-1,19JBU006,"М20х1,5",7-ШС19.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",10,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",220VAC
-,QE-19Q1,-,QT-19Q1,-,Комплектная поставка,-,-,-,-
C-QT19Q1,QT-19Q1,-,19JB007,-,Комплектная поставка,-,-,-,AI
C-FT19F4-1,FT-19F4,-,19JB007,-,Комплектная поставка,-,-,-,AI
C-FT19F4-2,FT-19F4,-,19JB007,-,Комплектная поставка,-,-,-,24VDC
C-19JB007-1,19JB007,"М25х1,5",7-ШС19.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",20,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",AI
C-19JB007-2,19JB007,"М20х1,5",7-ШС19.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",20,"РЗ-ЦХ-15
 Ц-15х2,8","2
 2",24VDC
C-QT19Q1-2,QT-19Q1,-,19JBU007,-,Комплектная поставка,-,-,-,220VAC
C-19JBU007-1,19JBU007,"М20х1,5",7-ШС19.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",20,"РЗ-ЦХ-15
 Ц-15х2,8","2
 2",220VAC
C-LZS19L21/1,LZS-19L21/1,-,19JBZ001,-,Комплектная поставка,-,-,-,DI
C-LZS19L21/2,LZS-19L21/2,-,19JBZ001,-,Комплектная поставка,-,-,-,DI
C-19kshe100-1,19кшэ100,-,19JBZ001,-,Комплектная поставка,-,-,-,DI
C-19kshe100-2,19кшэ100,-,19JBZ001,-,Комплектная поставка,-,-,-,DO
C-19JBZ001-1,19JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 7х1,5",100,РЗ-ЦХ-25,2,24VDC
C-19JBZ001-1,19JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",100,РЗ-ЦХ-25,2,DI/DO
C-LZS19L23/1,LZS-19L23/1,-,19JBZ002,-,Комплектная поставка,-,-,-,DI
C-LZS19L23/2,LZS-19L23/2,-,19JBZ002,-,Комплектная поставка,-,-,-,DI
C-LZS19L25/1,LZS-19L25/1,-,19JBZ002,-,Комплектная поставка,-,-,-,DI
C-LZS19L25/2,LZS-19L25/2,-,19JBZ002,-,Комплектная поставка,-,-,-,DI
C-19kshe102-1,19кшэ102,-,19JBZ002,-,Комплектная поставка,-,-,-,DI
C-19kshe102-2,19кшэ102,-,19JBZ002,-,Комплектная поставка,-,-,-,DO
C-19kshe103-1,19кшэ103,-,19JBZ002,-,Комплектная поставка,-,-,-,DI
C-19kshe103-2,19кшэ103,-,19JBZ002,-,Комплектная поставка,-,-,-,DO
C-19kshe105-1,19кшэ105,-,19JBZ002,-,Комплектная поставка,-,-,-,DI
C-19kshe105-2,19кшэ105,-,19JBZ002,-,Комплектная поставка,-,-,-,DO
C-19kshe106-1,19кшэ106,-,19JBZ002,-,Комплектная поставка,-,-,-,DI
C-19kshe106-2,19кшэ106,-,19JBZ002,-,Комплектная поставка,-,-,-,DO
C-19JBZ002-1,19JBZ002,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 10х1,5",115,РЗ-ЦХ-25,2,24VDC
C-19JBZ002-2,19JBZ002,"М32х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",115,РЗ-ЦХ-32,2,DI/DO
C-19JBZ002-3,19JBZ002,"М32х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",115,РЗ-ЦХ-32,2,DI/DO
C-LZS19L27/1,LZS-19L27/1,-,19JBZ003,-,Комплектная поставка,-,-,-,DI
C-LZS19L27/2,LZS-19L27/2,-,19JBZ003,-,Комплектная поставка,-,-,-,DI
C-19kshe1019-1,19кшэ1019,-,19JBZ003,-,Комплектная поставка,-,-,-,DI
C-19kshe1019-2,19кшэ1019,-,19JBZ003,-,Комплектная поставка,-,-,-,DO
C-19JBZ003-1,19JBZ003,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 7х1,5",115,РЗ-ЦХ-25,2,24VDC
C-19JBZ003-1,19JBZ003,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",115,РЗ-ЦХ-25,2,DI/DO
C-TZT19T20/1,TZT-19T20/1,-,19JBZ004,-,Комплектная поставка,-,-,-,AI
C-TZT19T20/2,TZT-19T20/2,-,19JBZ004,-,Комплектная поставка,-,-,-,AI
C-19JBZ004-1,19JBZ004,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",85,"РЗ-ЦХ-25
 Ц-25х3,2","2
 3",AI
-,QZE-19Q21/1,-,QZT-19Q21/1,-,Комплектная поставка,-,-,-,-
C-QZT19Q21/1-1,QZT-19Q21/1,-,19JBZ005,-,Комплектная поставка,-,-,-,AI
-,QZE-19Q21/2,-,QZT-19Q21/2,-,Комплектная поставка,-,-,-,-
C-QZT19Q21/2-1,QZT-19Q21/2,-,19JBZ005,-,Комплектная поставка,-,-,-,AI
C-19JBZ005-1,19JBZ005,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",95,РЗ-ЦХ-25,2,AI
C-QZT19Q21/1-2,QZT-19Q21/1,-,19JBZU001,-,Комплектная поставка,-,-,-,220VAC
C-QZT19Q21/2-2,QZT-15Q21/2,-,19JBZU001,-,Комплектная поставка,-,-,-,220VAC
C-19JBZU001-1,19JBZU001,"М20х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",95,РЗ-ЦХ-15,2,220VAC
C-LS19L30,LS-19L30,-,19JB103,-,Комплектная поставка,-,-,-,DI
C-LS19L31,LS-19L31,-,19JB103,-,Комплектная поставка,-,-,-,DI
C-PDS19P32,PDS-19P32,-,19JB103,-,Комплектная поставка,-,-,-,DI
C-PDS19P33,PDS-19P33,-,19JB103,-,Комплектная поставка,-,-,-,DI
C-PT19P20,PT-19P20,-,19JB103,-,Комплектная поставка,-,-,-,AI
C-19JB103-1,19JB103,"М25х1,5",7-ШС19.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",40,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",AI/DI
C-LT19L3,LT-19L3,-,19JB105,-,Комплектная поставка,-,-,-,AI
C-19JB105-1,19JB105,"М25х1,5",7-ШС19.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",50,"РЗ-ЦХ-25
 Ц-25х3,2","2
 3",AI
C-LZT19L29/1,LZT-19L29/1,-,19JBZ101,-,Комплектная поставка,-,-,-,AI
C-LZT19L29/2,LZT-19L29/2,-,19JBZ101,-,Комплектная поставка,-,-,-,AI
C-19JBZ101-1,19JBZ101,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",105,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",AI
C-QZT19Q20/1,QZT-19Q20/1,-,19JBZ102,-,Комплектная поставка,-,-,-,AI
C-QZT19Q20/2,QZT-19Q20/2,-,19JBZ102,-,Комплектная поставка,-,-,-,AI
C-QZT19Q22/1,QZT-19Q22/1,-,19JBZ102,-,Комплектная поставка,-,-,-,AI
C-QZT19Q22/2,QZT-19Q22/2,-,19JBZ102,-,Комплектная поставка,-,-,-,AI
C-19JBZ102-1,19JBZ102,"М25х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",105,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",AI
C-19JBZ102-2,19JBZ102,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 10х1,5",105,"РЗ-ЦХ-25
 Ц-25х3,2","2
 2",24VDC
C- MS19зпэ20-1,MS-19зпэ20,-,19JB106,-,Комплектная поставка,-,-,-,DO
C-MS19зпэ20-2,MS-19зпэ20,-,19JB106,-,Комплектная поставка,-,-,-,DI
C-19JB106-1,19JB106,"М20х1,5",7-ШС19.1,-,"Кабель управления, КГВВнг(А)-LS 4х1,5",50,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",DO
C-19JB106-2,19JB106,"М20х1,5",7-ШС19.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",50,"РЗ-ЦХ-20
 Ц-20х2,8","2
 3",DI
C-ШС19.1-Bus1,7-ШС19.1,"М20х1,5",7-ШС21.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",45,-,-,Regul-Bus1
C-ШС19.1-Bus2,7-ШС19.1,"М20х1,5",7-ШС21.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",45,-,-,Regul-Bus2
C-ШС19.1-3,7-ШС19.2,"М32х1,5",7-ШС19.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",3,РЗ-ЦХ-32,2,DI/DO
C-ШС19.1-4,7-ШС19.2,"М32х1,5",7-ШС19.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",3,РЗ-ЦХ-32,2,DI/DO
C-ШС19.1-5,7-ШС19.2,"М32х1,5",7-ШС19.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",3,РЗ-ЦХ-32,2,DI/DO
C-ШС19.1-6,7-ШС19.2,"М32х1,5",7-ШС19.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",3,РЗ-ЦХ-32,2,DI/DO
C-ШС19.1-7,ВАК2/1,"М32х1,5",7-ШС19.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",40,"РЗ-ЦХ-32
 Ц-32х3,2","2
 2",DI/DO/AI
C-ШС19.1-8,ВАК2/2,"М32х1,5",7-ШС19.1,"М32х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",40,"РЗ-ЦХ-32
 Ц-32х3,2","2
 2",DI/DO/AI
C-ШС19.2-1,7-ПАЗ,-,7-ШС19.2,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",95,-,-,DO
C-ШС19.2-2,7-ПАЗ,-,7-ШС19.2,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",95,-,-,DO
C-ШС19.2-9,7-ШС19.2,"М20х1,5",ВАК2/1,"М20х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 1х2х1,0",40,"РЗ-ЦХ-15
 Ц-15х2,8","2
 2",DI
C-ШС19.2-10,7-ШС19.2,"М20х1,5",ВАК2/2,"М20х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 1х2х1,0",40,"РЗ-ЦХ-15
 Ц-15х2,8","2
 2",DI
C-20zpe1,20зпэ1,-,20JB001,-,Комплектная поставка,-,-,-,DO/DI
C-20zpe2,20зпэ2,-,20JB001,-,Комплектная поставка,-,-,-,DO/DI
C-20zpe3,20зпэ3,-,20JB001,-,Комплектная поставка,-,-,-,DO/DI
C-20zpe5,20зпэ5,-,20JB001,-,Комплектная поставка,-,-,-,DO/DI
C-20zpe6,20зпэ6,-,20JB001,-,Комплектная поставка,-,-,-,DO/DI
C-20kshe1,20кшэ1,-,20JB001,-,Комплектная поставка,-,-,-,DO/DI
C-20kshe3,20кшэ3,-,20JB001,-,Комплектная поставка,-,-,-,DO/DI
C-20kshe5,20кшэ5,-,20JB001,-,Комплектная поставка,-,-,-,DO/DI
C-FT20F2-1,FT-20F2,-,20JB001,-,Комплектная поставка,-,-,-,24VDC
C-FT20F2-2,FT-20F2,-,20JB001,-,Комплектная поставка,-,-,-,AI
C-FT20F1-1,FT-20F1,-,20JB001,-,Комплектная поставка,-,-,-,220VAC
C-FT20F1-2,FT-20F1,-,20JB001,-,Комплектная поставка,-,-,-,AI
C-PT20P3,PT-20P3,-,20JB001,-,Комплектная поставка,-,-,-,AI
C-PT20P7,PT-20P7,-,20JB001,-,Комплектная поставка,-,-,-,AI
C-PT20P8,PT-20P8,-,20JB001,-,Комплектная поставка,-,-,-,AI
C-PT20P9,PT-20P9,-,20JB001,-,Комплектная поставка,-,-,-,AI
C-PT20P15,PT-20P15,-,20JB001,-,Комплектная поставка,-,-,-,AI
C-PT20P18,PT-20P18,-,20JB001,-,Комплектная поставка,-,-,-,AI
-,QE-20Q1,-,QT-20Q1,-,Комплектная поставка,-,-,-,-
C-QT20Q1-1,QT-20Q1,-,20JB001,-,Комплектная поставка,-,-,-,24VDC
C-QT20Q1-2,QT-20Q1,-,20JB001,-,Комплектная поставка,-,-,-,AI
-,QE-20Q2,-,QT-20Q2,-,Комплектная поставка,-,-,-,-
C-QT20Q2-1,QT-20Q2,-,20JB001,-,Комплектная поставка,-,-,-,24VDC
C-QT20Q2-2,QT-20Q2,-,20JB001,-,Комплектная поставка,-,-,-,AI
C-TT20T1,TT-20T1,-,20JB001,-,Комплектная поставка,-,-,-,AI
C-UZH4/2-1,UZ H4/2,-,20JB001,-,Комплектная поставка,-,-,-,DI/DO
C-UZH4/2-2,UZ H4/2,-,20JB001,-,Комплектная поставка,-,-,-,AO
C-20JB001-1,20JB001,"М32х1,5",7-ШС20.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",15 10,РЗ-ЦХ-32,2,DI
C-20JB001-2,20JB001,"М32х1,5",7-ШС20.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",15 10,РЗ-ЦХ-32,2,DI
C-20JB001-3,20JB001,"М25х1,5",7-ШС20.1,-,"Кабель управления, КГВВнг(А)-LS 10х1,5",15 10,РЗ-ЦХ-25,2,24VDC
C-20JB001-4,20JB001,"М32х1,5",7-ШС20.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",15 10,РЗ-ЦХ-32,2,AI/DI
C-20JB001-5,20JB001,"М32х1,5",7-ШС20.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 8х2х1,0",15 10,РЗ-ЦХ-32,2,AI/AO/DI/DO
C-20JB001-6,20JB001,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,РЗ-ЦХ-15,2,DO
C-20JB001-7,20JB001,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,РЗ-ЦХ-15,2,DO
C-20JB001-8,20JB001,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,РЗ-ЦХ-15,2,DO
C-20JB001-9,20JB001,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,РЗ-ЦХ-15,2,DO
C-20JB001-10,20JB001,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,РЗ-ЦХ-15,2,DO
C-20JB001-11,20JB001,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,РЗ-ЦХ-15,2,DO
C-20JB001-12,20JB001,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,РЗ-ЦХ-15,2,DO
C-20JB001-13,20JB001,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,РЗ-ЦХ-15,2,DO
C-20JB001-14,20JB001,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,РЗ-ЦХ-15,2,DO
C-20kshe2,20кшэ2,-,20JBZ001,-,Комплектная поставка,-,-,-,DO/DI
C-20kshe21,20кшэ21,-,20JBZ001,-,Комплектная поставка,-,-,-,DO/DI
C-PZT20P16/1,PZT-20P16/1,-,20JBZ001,-,Комплектная поставка,-,-,-,AI
C-PZT20P16/2,PZT-20P16/2,-,20JBZ001,-,Комплектная поставка,-,-,-,AI
C-PZT20P17/1,PZT-20P17/1,-,20JBZ001,-,Комплектная поставка,-,-,-,AI
C-PZT20P17/2,PZT-20P17/2,-,20JBZ001,-,Комплектная поставка,-,-,-,AI
-,QZE-20Q3/1,-,QZT-20Q3/1,-,Комплектная поставка,-,-,-,-
C-QZT20Q3/1-1,QZT-20Q3/1,-,20JBZ001,-,Комплектная поставка,-,-,-,24VDC
C-QZT20Q3/1-2,QZT-20Q3/1,-,20JBZ001,-,Комплектная поставка,-,-,-,AI
-,QZE-20Q3/2,-,QZT-20Q3/2,-,Комплектная поставка,-,-,-,-
C-QZT20Q3/2-1,QZT-20Q3/2,-,20JBZ001,-,Комплектная поставка,-,-,-,24VDC
C-QZT20Q3/2-2,QZT-20Q3/2,-,20JBZ001,-,Комплектная поставка,-,-,-,AI
C-20JBZ001-1,20JBZ001,"М32х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 12х2х1,0",80,РЗ-ЦХ-32,2,AI/DI
C-20JBZ001-2,20JBZ001,"М25х1,5",7-ПАЗ,-,"Кабель управления, КГВВнг(А)-LS 10х1,5",80,РЗ-ЦХ-25,2,24VDC
C-20JBZ001-3,20JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",80,РЗ-ЦХ-15,2,DO
C-20JBZ001-4,20JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",80,РЗ-ЦХ-15,2,DO
C-20kshe10-1,20кшэ10,-,20JB002,-,Комплектная поставка,-,-,-,DO
C-20kshe10-2,20кшэ10,-,20JB002,-,Комплектная поставка,-,-,-,DI
C-20kshe23-1,20кшэ23,-,20JB002,-,Комплектная поставка,-,-,-,DO
C-20kshe23-2,20кшэ23,-,20JB002,-,Комплектная поставка,-,-,-,DI
C-20kshe24-1,20кшэ24,-,20JB002,-,Комплектная поставка,-,-,-,DO
C-20kshe24-2,20кшэ24,-,20JB002,-,Комплектная поставка,-,-,-,DI
C-LT20L2,LT-20L2,-,20JB002,-,Комплектная поставка,-,-,-,AI
C-PT20P13,PT-20P13,-,20JB002,-,Комплектная поставка,-,-,-,AI
C-PT20P14,PT-20P14,-,20JB002,-,Комплектная поставка,-,-,-,AI
C-TT20T2,TT-20T2,-,20JB002,-,Комплектная поставка,-,-,-,AI
C-UZHМ6/2-1,UZ Hм6/2,-,20JB002,-,Комплектная поставка,-,-,-,DI/DO
C-UZHМ6/2-2,UZ Hм6/2,-,20JB002,-,Комплектная поставка,-,-,-,AO
С-SB1HM6/2,XS_Hм6/2,-,20JB002,-,Комплектная поставка,-,-,-,DO
C-20JB002-1,20JB002,"М32х1,5",7-ШС20.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",15 10,"РЗ-ЦХ-32
 Ц-32х3,2","2
 3",DI/DO/AI
C-20JB002-2,20JB002,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",DO
C-20JB002-3,20JB002,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",DO
C-20JB002-4,20JB002,"М20х1,5",7-ШС20.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",15 10,"РЗ-ЦХ-15
 Ц-15х2,8","2
 3",DO
C-20JB002-5,20JB002,"М25х1,5",7-ШС20.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",15 10,"РЗ-ЦХ-25
 Ц-25х3,2","2
 3",DI/DO/AO
C-ШС20.1-Bus1,7-ШС20.1,"М20х1,5",7-ШС19.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",40,-,-,Regul-Bus1
C-ШС20.1-Bus2,7-ШС20.1,"М20х1,5",7-ШС19.1,"М20х1,5","Кабель НВПЭнг(С)-LS 4х2х0,52",40,-,-,Regul-Bus2
C-ШС20.1-3,7-ШС20.2,"М25х1,5",7-ШС20.1,"М25х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 4х2х1,0",3,РЗ-ЦХ-25,2,DI/DO
C-ШС20.2-1,7-ПАЗ,-,7-ШС20.2,"М20х1,5","Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",80,-,-,DO
C-LT21L1,LT-21L1,-,21JB001,-,Комплектная поставка,-,-,-,AI
C-LT21L2,LT-21L2,-,21JB001,-,Комплектная поставка,-,-,-,AI
C-21kshe10-1,21кшэ10,-,21JB001,-,Комплектная поставка,-,-,-,DO
C-21kshe10-2,21кшэ10,-,21JB001,-,Комплектная поставка,-,-,-,DI
C-НД26/2-1,НД26/2,-,21JB001,-,Комплектная поставка,-,-,-,DO/DI
C-НД26/2-2,НД26/2,-,21JB001,-,Комплектная поставка,-,-,-,AO
C-21JB001-1,21JB001,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",30,РЗ-ЦХ-15,2,DO
C-21JB001-2,21JB001,"М25х1,5",7-ШС21.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",30,РЗ-ЦХ-25,2,AI/DI/ AO
C-21JB001-3,21JB001,"М20х1,5",7-ШС21.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 2х2х1,0",30,РЗ-ЦХ-20,2,DO/DI
C-21kshe100-1,21кшэ100,-,21JBZ001,-,Комплектная поставка,-,-,-,DO
C-21kshe100-2,21кшэ100,-,21JBZ001,-,Комплектная поставка,-,-,-,DI
C-21kshe101-1,21кшэ101,-,21JBZ001,-,Комплектная поставка,-,-,-,DO
C-21kshe101-2,21кшэ101,-,21JBZ001,-,Комплектная поставка,-,-,-,DI
C-PZS21P16/1-1,PZS-21P16/1,-,21JBZ001,-,Комплектная поставка,-,-,-,24VDC
C-PZS21P16/1-2,PZS-21P16/1,-,21JBZ001,-,Комплектная поставка,-,-,-,DI
C-PZS21P16/2-1,PZS-21P16/2,-,21JBZ001,-,Комплектная поставка,-,-,-,24VDC
C-PZS21P16/2-2,PZS-21P16/2,-,21JBZ001,-,Комплектная поставка,-,-,-,DI
C-LZT21L20/1,LZT-21L20/1,-,21JBZ001,-,Комплектная поставка,-,-,-,AI
C-LZT21L20/2,LZT-21L20/2,-,21JBZ001,-,Комплектная поставка,-,-,-,AI
C-21JBZ001-1,21JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",80,РЗ-ЦХ-15,2,DO
C-21JBZ001-2,21JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",80,РЗ-ЦХ-15,2,DO
C-21JBZ001-3,21JBZ001,"М20х1,5",7-ПАЗ,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",80,РЗ-ЦХ-15,2,24VDC
C-21JBZ001-4,21JBZ001,"М32х1,5",7-ПАЗ,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 10х2х1,0",80,РЗ-ЦХ-32,2,AI/DI
C-21kshe1/1-1,21кшэ1/1,-,21JB002,-,Комплектная поставка,-,-,-,DO
C-21kshe1/1-2,21кшэ1/1,-,21JB002,-,Комплектная поставка,-,-,-,DI
C-21kshe2/1-1,21кшэ2/1,-,21JB002,-,Комплектная поставка,-,-,-,DO
C-21kshe2/1-2,21кшэ2/1,-,21JB002,-,Комплектная поставка,-,-,-,DI
C-21zpe3/1-1,21зпэ3/1,-,21JB002,-,Комплектная поставка,-,-,-,DO
C-21zpe3/1-2,21зпэ3/1,-,21JB002,-,Комплектная поставка,-,-,-,DI
C-21zpe4/1-1,21зпэ4/1,-,21JB002,-,Комплектная поставка,-,-,-,DO
C-21zpe4/1-2,21зпэ4/1,-,21JB002,-,Комплектная поставка,-,-,-,DI
C-21kshe5/1-1,21кшэ5/1,-,21JB002,-,Комплектная поставка,-,-,-,DO
C-21kshe5/1-2,21кшэ5/1,-,21JB002,-,Комплектная поставка,-,-,-,DI
-,QE-21Q1,,21JB002,-,Комплектная поставка,-,-,-,-
C-QT21Q1-1,QT-21Q1,-,21JB002,-,Комплектная поставка,-,-,-,220VAC
C-QT21Q1-2,QT-21Q1,-,21JB002,-,Комплектная поставка,-,-,-,AI
C-PDT21P14,PDT-21P14,-,21JB002,-,Комплектная поставка,-,-,-,AI
C-21JB002-1,21JB002,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB002-2,21JB002,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB002-3,21JB002,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB002-4,21JB002,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB002-5,21JB002,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
C-21JB002-6,21JB002,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,220VAC
C-21JB002-7,21JB002,"М32х1,5",7-ШС21.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",10,РЗ-ЦХ-25,2,AI/DI
C-21JB002-7,21JB002,"М32х1,5",7-ШС21.1,-,"Кабель управления, экранированный, МКЭШВнг(А)-LS 7х2х1,0",10,РЗ-ЦХ-25,2,DI
C-21kshe1/2-1,21кшэ1/2,-,21JB003,-,Комплектная поставка,-,-,-,DO
C-21kshe1/2-2,21кшэ1/2,-,21JB003,-,Комплектная поставка,-,-,-,DI
C-21kshe2/2-1,21кшэ2/2,-,21JB003,-,Комплектная поставка,-,-,-,DO
C-21kshe2/2-2,21кшэ2/2,-,21JB003,-,Комплектная поставка,-,-,-,DI
C-21zpe3/2-1,21зпэ3/2,-,21JB003,-,Комплектная поставка,-,-,-,DO
C-21zpe3/2-2,21зпэ3/2,-,21JB003,-,Комплектная поставка,-,-,-,DI
C-21zpe4/2-1,21зпэ4/2,-,21JB003,-,Комплектная поставка,-,-,-,DO
C-21zpe4/2-2,21зпэ4/2,-,21JB003,-,Комплектная поставка,-,-,-,DI
C-21kshe5/2-1,21кшэ5/2,-,21JB003,-,Комплектная поставка,-,-,-,DO
C-21kshe5/2-2,21кшэ5/2,-,21JB003,-,Комплектная поставка,-,-,-,DI
C-21JB003-1,21JB003,"М20х1,5",7-ШС21.1,-,"Кабель контрольный, КГВВнг(А)-LS 4х1,5",10,РЗ-ЦХ-15,2,DO
