Кабель,Проводник,Проектная позиция Откуда,Клеммный ряд Откуда,Клемма Откуда,Подключено,Проверено,Проектная позиция Куда,Клеммный ряд Куда,Клемма Куда,Подключено,Проверено,Комментарий
,HSO11kshe2/1 (L),11кшэ2/1,П,3,,,11JB003,XT1,6,,,
,11kshe2/1-PE,11кшэ2/1,П,G,,,11JB003,XT1,PE,,,
C-11kshe2/1-2,ZS10kshe2/1-1,11кшэ2/1,П,A,,,11JB003,XT2,8,,,
,ZSO11kshe2/1,11кшэ2/1,П,B,,,11JB003,XT2,9,,,
,ZS10kshe2/1-2,11кшэ2/1,П,C,,,11JB003,XT2,10,,,
,ZSC11kshe2/1,11кшэ2/1,П,D,,,11JB003,XT2,11,,,
C-11kshe3/1-1,HS11kshe3/1 (N),11зпэ3/1,П,1,,,11JB003,XT1,7,,,
,HSC11kshe3/1 (L),11зпэ3/1,П,4,,,11JB003,XT1,8,,,
,HSO11kshe3/1 (L),11зпэ3/1,П,3,,,11JB003,XT1,9,,,
,11kshe3/1-PE,11зпэ3/1,П,G,,,11JB003,XT1,PE,,,
C-11kshe3/1-2,ZS10kshe3/1-1,11зпэ3/1,П,A,,,11JB003,XT2,12,,,
,ZSO11kshe3/1,11зпэ3/1,П,B,,,11JB003,XT2,13,,,
,ZS10kshe3/1-2,11зпэ3/1,П,C,,,11JB003,XT2,14,,,
,ZSC11kshe3/1,11зпэ3/1,П,D,,,11JB003,XT2,15,,,
C-11kshe4/1-1,HS11kshe4/1 (N),11зпэ4/1,П,1,,,11JB003,XT1,10,,,
,HSC11kshe4/1 (L),11зпэ4/1,П,4,,,11JB003,XT1,11,,,
,HSO11kshe4/1 (L),11зпэ4/1,П,3,,,11JB003,XT1,12,,,
,11kshe4/1-PE,11зпэ4/1,П,G,,,11JB003,XT1,PE,,,
C-11kshe4/1-2,ZS10kshe4/1-1,11зпэ4/1,П,A,,,11JB003,XT2,16,,,
,ZSO11kshe4/1,11зпэ4/1,П,B,,,11JB003,XT2,17,,,
,ZS10kshe4/1-2,11зпэ4/1,П,C,,,11JB003,XT2,18,,,
,ZSC11kshe4/1,11зпэ4/1,П,D,,,11JB003,XT2,19,,,
C-11kshe5/1-1,HS11kshe5/1 (N),11кшэ5/1,П,1,,,11JB003,XT1,13,,,
,HSC11kshe5/1 (L),11кшэ5/1,П,4,,,11JB003,XT1,14,,,
,HSO11kshe5/1 (L),11кшэ5/1,П,3,,,11JB003,XT1,15,,,
,11kshe5/1-PE,11кшэ5/1,П,G,,,11JB003,XT1,PE,,,
C-11kshe5/1-2,ZS10kshe5/1-1,11кшэ5/1,П,A,,,11JB003,XT2,20,,,
,ZSO11kshe5/1,11кшэ5/1,П,B,,,11JB003,XT2,21,,,
,ZS10kshe5/1-2,11кшэ5/1,П,C,,,11JB003,XT2,22,,,
,ZSC11kshe5/1,11кшэ5/1,П,D,,,11JB003,XT2,23,,,
C-11kshe1/2-1,HS11kshe1/2 (N),11кшэ1/2,П,1,,,11JB004,XT1,1,,,
,HSC11kshe1/2 (L),11кшэ1/2,П,4,,,11JB004,XT1,2,,,
,HSO11kshe1/2 (L),11кшэ1/2,П,3,,,11JB004,XT1,3,,,
,11kshe1/2-PE,11кшэ1/2,П,G,,,11JB004,XT1,PE,,,
C-11kshe1/2-2,ZS11kshe1/2-1,11кшэ1/2,П,A,,,11JB004,XT2,1,,,
,ZSO11kshe1/2,11кшэ1/2,П,B,,,11JB004,XT2,2,,,
,ZS11kshe1/2-2,11кшэ1/2,П,C,,,11JB004,XT2,3,,,
,ZSC11kshe1/2,11кшэ1/2,П,D,,,11JB004,XT2,4,,,
C-11kshe2/2-1,HS11kshe2/2 (N),11кшэ2/2,П,1,,,11JB004,XT1,4,,,
,HSC11kshe2/2 (L),11кшэ2/2,П,4,,,11JB004,XT1,5,,,
,HSO11kshe2/2 (L),11кшэ2/2,П,3,,,11JB004,XT1,6,,,
,11kshe2/2-PE,11кшэ2/2,П,G,,,11JB004,XT1,PE,,,
C-11kshe2/2-2,ZS11kshe2/2-1,11кшэ2/2,П,A,,,11JB004,XT2,5,,,
,ZSO11kshe2/2,11кшэ2/2,П,B,,,11JB004,XT2,6,,,
,ZS11kshe2/2-2,11кшэ2/2,П,C,,,11JB004,XT2,7,,,
,ZSC11kshe2/2,11кшэ2/2,П,D,,,11JB004,XT2,8,,,
C-11zpe3/2-1,HS11zpe3/2 (N),11зпэ3/2,П,1,,,11JB004,XT1,7,,,
,HSC11zpe3/2 (L),11зпэ3/2,П,4,,,11JB004,XT1,8,,,
,HSO11zpe3/2 (L),11зпэ3/2,П,3,,,11JB004,XT1,9,,,
,11zpe3/2-PE,11зпэ3/2,П,G,,,11JB004,XT1,PE,,,
C-11zpe3/2-2,ZS11zpe3/2-1,11зпэ3/2,П,A,,,11JB004,XT2,9,,,
,ZSO11zpe3/2,11зпэ3/2,П,B,,,11JB004,XT2,10,,,
,ZS11zpe3/2-2,11зпэ3/2,П,C,,,11JB004,XT2,11,,,
,ZSC11zpe3/2,11зпэ3/2,П,D,,,11JB004,XT2,12,,,
C-11zpe4/2-1,HS11zpe4/2 (N),11зпэ4/2,П,1,,,11JB004,XT1,10,,,
,HSC11zpe4/2 (L),11зпэ4/2,П,4,,,11JB004,XT1,11,,,
,HSO11zpe4/2 (L),11зпэ4/2,П,3,,,11JB004,XT1,12,,,
,11zpe4/2-PE,11зпэ4/2,П,G,,,11JB004,XT1,PE,,,
C-11zpe4/2-2,ZS11zpe4/2-1,11зпэ4/2,П,A,,,11JB004,XT2,13,,,
,ZSO11zpe4/2,11зпэ4/2,П,B,,,11JB004,XT2,14,,,
,ZS11zpe4/2-2,11зпэ4/2,П,C,,,11JB004,XT2,15,,,
,ZSC11zpe4/2,11зпэ4/2,П,D,,,11JB004,XT2,16,,,
C-11kshe5/2-1,HS11kshe5/2 (N),11кшэ5/2,П,1,,,11JB004,XT1,13,,,
,HSC11kshe5/2 (L),11кшэ5/2,П,4,,,11JB004,XT1,14,,,
,HSO11kshe5/2 (L),11кшэ5/2,П,3,,,11JB004,XT1,15,,,
,11kshe5/2-PE,11кшэ5/2,П,G,,,11JB004,XT1,PE,,,
C-11kshe5/2-2,ZS11kshe5/2-1,11кшэ5/2,П,A,,,11JB004,XT2,17,,,
,ZSO11kshe5/2,11кшэ5/2,П,B,,,11JB004,XT2,18,,,
,ZS11kshe5/2-2,11кшэ5/2,П,C,,,11JB004,XT2,19,,,
,ZSC11kshe5/2,11кшэ5/2,П,D,,,11JB004,XT2,20,,,
C-11kshe1/3-1,HS11kshe1/3 (N),11кшэ1/3,П,1,,,11JB005,XT1,1,,,
,HSC11kshe1/3 (L),11кшэ1/3,П,4,,,11JB005,XT1,2,,,
,HSO11kshe1/3 (L),11кшэ1/3,П,3,,,11JB005,XT1,3,,,
,11kshe1/3-PE,11кшэ1/3,П,G,,,11JB005,XT1,PE,,,
C-11kshe1/3-2,ZS11kshe1/3-1,11кшэ1/3,П,A,,,11JB005,XT2,1,,,
,ZSO11kshe1/3,11кшэ1/3,П,B,,,11JB005,XT2,2,,,
,ZS11kshe1/3-2,11кшэ1/3,П,C,,,11JB005,XT2,3,,,
,ZSC11kshe1/3,11кшэ1/3,П,D,,,11JB005,XT2,4,,,
C-11kshe2/3-1,HS11kshe2/3 (N),11кшэ2/3,П,1,,,11JB005,XT1,4,,,
,HSC11kshe2/3 (L),11кшэ2/3,П,4,,,11JB005,XT1,5,,,
,HSO11kshe2/3 (L),11кшэ2/3,П,3,,,11JB005,XT1,6,,,
,11kshe2/3-PE,11кшэ2/3,П,G,,,11JB005,XT1,PE,,,
C-11kshe2/3-2,ZS11kshe2/3-1,11кшэ2/3,П,A,,,11JB005,XT2,5,,,
,ZSO11kshe2/3,11кшэ2/3,П,B,,,11JB005,XT2,6,,,
,ZS11kshe2/3-2,11кшэ2/3,П,C,,,11JB005,XT2,7,,,
,ZSC11kshe2/3,11кшэ2/3,П,D,,,11JB005,XT2,8,,,
C-11zpe3/3-1,HS11zpe3/3 (N),11зпэ3/3,П,1,,,11JB005,XT1,7,,,
,HSC11zpe3/3 (L),11зпэ3/3,П,4,,,11JB005,XT1,8,,,
,HSO11zpe3/3 (L),11зпэ3/3,П,3,,,11JB005,XT1,9,,,
,11zpe3/3-PE,11зпэ3/3,П,G,,,11JB005,XT1,PE,,,
C-11zpe3/3-2,ZS11zpe3/3-1,11зпэ3/3,П,A,,,11JB005,XT2,9,,,
,ZSO11zpe3/3,11зпэ3/3,П,B,,,11JB005,XT2,10,,,
,ZS11zpe3/3-2,11зпэ3/3,П,C,,,11JB005,XT2,11,,,
,ZSC11zpe3/3,11зпэ3/3,П,D,,,11JB005,XT2,12,,,
C-11zpe4/3-1,HS11zpe4/3 (N),11зпэ4/3,П,1,,,11JB005,XT1,10,,,
,HSC11zpe4/3 (L),11зпэ4/3,П,4,,,11JB005,XT1,11,,,
,HSO11zpe4/3 (L),11зпэ4/3,П,3,,,11JB005,XT1,12,,,
,11zpe4/3-PE,11зпэ4/3,П,G,,,11JB005,XT1,PE,,,
C-11zpe4/3-2,ZS11zpe4/3-1,11зпэ4/3,П,A,,,11JB005,XT2,13,,,
,ZSO11zpe4/3,11зпэ4/3,П,B,,,11JB005,XT2,14,,,
,ZS11zpe4/3-2,11зпэ4/3,П,C,,,11JB005,XT2,15,,,
,ZSC11zpe4/3,11зпэ4/3,П,D,,,11JB005,XT2,16,,,
C-11kshe5/3-1,HS11kshe5/3 (N),11кшэ5/3,П,1,,,11JB005,XT1,13,,,
,HSC11kshe5/3 (L),11кшэ5/3,П,4,,,11JB005,XT1,14,,,
,HSO11kshe5/3 (L),11кшэ5/3,П,3,,,11JB005,XT1,15,,,
,11kshe5/3-PE,11кшэ5/3,П,G,,,11JB005,XT1,PE,,,
C-11kshe5/3-2,ZS11kshe5/3-1,11кшэ5/3,П,A,,,11JB005,XT2,17,,,
,ZSO11kshe5/3,11кшэ5/3,П,B,,,11JB005,XT2,18,,,
,ZS11kshe5/3-2,11кшэ5/3,П,C,,,11JB005,XT2,19,,,
,ZSC11kshe5/3,11кшэ5/3,П,D,,,11JB005,XT2,20,,,
C-11kshe1/4-1,HS11kshe1/4 (N),11кшэ1/4,П,1,,,11JB006,XT1,1,,,
,HSC11kshe1/4 (L),11кшэ1/4,П,4,,,11JB006,XT1,2,,,
,HSO11kshe1/4 (L),11кшэ1/4,П,3,,,11JB006,XT1,3,,,
,11kshe1/4-PE,11кшэ1/4,П,G,,,11JB006,XT1,PE,,,
C-11kshe1/4-2,ZS11kshe1/4-1,11кшэ1/4,П,A,,,11JB006,XT2,5,,,
,ZSO11kshe1/4,11кшэ1/4,П,B,,,11JB006,XT2,6,,,
,ZS11kshe1/4-2,11кшэ1/4,П,C,,,11JB006,XT2,7,,,
,ZSC11kshe1/4,11кшэ1/4,П,D,,,11JB006,XT2,8,,,
C-11kshe2/4-1,HS11kshe2/4 (N),11кшэ2/4,П,1,,,11JB006,XT1,4,,,
,HSC11kshe2/4 (L),11кшэ2/4,П,4,,,11JB006,XT1,5,,,
,HSO11kshe2/4 (L),11кшэ2/4,П,3,,,11JB006,XT1,6,,,
,11kshe2/4-PE,11кшэ2/4,П,G,,,11JB006,XT1,PE,,,
C-11kshe2/4-2,ZS11kshe2/4-1,11кшэ2/4,П,A,,,11JB006,XT2,9,,,
,ZSO11kshe2/4,11кшэ2/4,П,B,,,11JB006,XT2,10,,,
,ZS11kshe2/4-2,11кшэ2/4,П,C,,,11JB006,XT2,11,,,
,ZSC11kshe2/4,11кшэ2/4,П,D,,,11JB006,XT2,12,,,
C-11zpe3/4-1,HS11zpe3/4 (N),11зпэ3/4,П,1,,,11JB006,XT1,7,,,
,HSC11zpe3/4 (L),11зпэ3/4,П,4,,,11JB006,XT1,8,,,
,HSO11zpe3/4 (L),11зпэ3/4,П,3,,,11JB006,XT1,9,,,
,11zpe3/4-PE,11зпэ3/4,П,G,,,11JB006,XT1,PE,,,
C-11zpe3/4-2,ZS11zpe3/4-1,11зпэ3/4,П,A,,,11JB006,XT2,13,,,
,ZSO11zpe3/4,11зпэ3/4,П,B,,,11JB006,XT2,14,,,
,ZS11zpe3/4-2,11зпэ3/4,П,C,,,11JB006,XT2,15,,,
,ZSC11zpe3/4,11зпэ3/4,П,D,,,11JB006,XT2,16,,,
C-11zpe4/4-1,HS11zpe4/4 (N),11зпэ4/4,П,1,,,11JB006,XT1,10,,,
,HSC11zpe4/4 (L),11зпэ4/4,П,4,,,11JB006,XT1,11,,,
,HSO11zpe4/4 (L),11зпэ4/4,П,3,,,11JB006,XT1,12,,,
,11zpe4/4-PE,11зпэ4/4,П,G,,,11JB006,XT1,PE,,,
C-11zpe4/4-2,ZS11zpe4/4-1,11зпэ4/4,П,A,,,11JB006,XT2,17,,,
,ZSO11zpe4/4,11зпэ4/4,П,B,,,11JB006,XT2,18,,,
,ZS11zpe4/4-2,11зпэ4/4,П,C,,,11JB006,XT2,19,,,
,ZSC11zpe4/4,11зпэ4/4,П,D,,,11JB006,XT2,20,,,
C-11kshe5/4-1,HS11kshe5/4 (N),11кшэ5/4,П,1,,,11JB006,XT1,13,,,
,HSC11kshe5/4 (L),11кшэ5/4,П,4,,,11JB006,XT1,14,,,
,HSO11kshe5/4 (L),11кшэ5/4,П,3,,,11JB006,XT1,15,,,
,11kshe5/4-PE,11кшэ5/4,П,G,,,11JB006,XT1,PE,,,
C-11kshe5/4-2,ZS11kshe5/4-1,11кшэ5/4,П,A,,,11JB006,XT2,21,,,
,ZSO11kshe5/4,11кшэ5/4,П,B,,,11JB006,XT2,22,,,
,ZS11kshe5/4-2,11кшэ5/4,П,C,,,11JB006,XT2,23,,,
,ZSC11kshe5/4,11кшэ5/4,П,D,,,11JB006,XT2,24,,,
C-FT11F5-1,FT-11F5 (+),FT-11F5,П,(+),,,11JB006,XT2,25,,,
,FT-11F5 (-),FT-11F5,П,(-),,,11JB006,XT2,26,,,
C-FT11F5-2,FT-11F5 (24В),FT-11F5,П,24В,,,11JB006,XT2,27,,,
,FT-11F5 (0В),FT-11F5,П,0В,,,11JB006,XT2,28,,,
C-11kshe6-1,HS11kshe6 (N),11кшэ6,П,1,,,11JB006,XT1,16,,,
,HSC11kshe6 (L),11кшэ6,П,4,,,11JB006,XT1,17,,,
,HSO11kshe6 (L),11кшэ6,П,3,,,11JB006,XT1,18,,,
,11kshe6-PE,11кшэ6,П,G,,,11JB006,XT1,PE,,,
C-11kshe6-2,ZS11kshe6-1,11кшэ6,П,A,,,11JB006,XT2,1,,,
,ZSO11kshe6,11кшэ6,П,B,,,11JB006,XT2,2,,,
,ZS11kshe6-2,11кшэ6,П,C,,,11JB006,XT2,3,,,
,ZSC11kshe6,11кшэ6,П,D,,,11JB006,XT2,4,,,
C-PT11P16,PT-11P16 (+),PT-11P16,П," (+)",,,11JB001,XT2,13,,,
,PT-11P16 (-),PT-11P16,П,(-),,,11JB001,XT2,14,,,
,PT-11P16 (PE),PT-11P16,П,G,,,11JB001,XT2,PE,,,
C2-НД31/1,24,HS НД31/1,П,21,,,12JB001,XT НД31/1,1,,,
,K1-НД31/1,HS НД31/1,П,22,,,12JB001,XT НД31/1,2,,,
,ZL-НД31/1,HS НД31/1,П,13,,,12JB001,XT НД31/1,3,,,
,ZL1-НД31/1,HS НД31/1,П,23,,,12JB001,XT НД31/1,4,,,
,XS1-НД31/1,HS НД31/1,П,13,,,12JB001,XT НД31/1,5,,,
,XS2-НД31/1,HS НД31/1,П,21,,,12JB001,XT НД31/1,6,,,
,PE,HS НД31/1,П,PE,,,12JB001,XT НД31/1,7,,,
C2-НД32/1,24,HS НД32/1,П,21,,,12JB001,XT НД32/1,1,,,
,K1-НД32/1,HS НД32/1,П,22,,,12JB001,XT НД32/1,2,,,
,ZL-НД32/1,HS НД32/1,П,13,,,12JB001,XT НД32/1,3,,,
,ZL1-НД32/1,HS НД32/1,П,23,,,12JB001,XT НД32/1,4,,,
,XS1-НД32/1,HS НД32/1,П,13,,,12JB001,XT НД32/1,5,,,
,XS2-НД32/1,HS НД32/1,П,21,,,12JB001,XT НД32/1,6,,,
,PE,HS НД32/1,П,PE,,,12JB001,XT НД32/1,7,,,
C2-НД33/1,24,HS НД33/1,П,21,,,12JB001,XT НД33/1,1,,,
,K1-НД33/1,HS НД33/1,П,22,,,12JB001,XT НД33/1,2,,,
,ZL-НД33/1,HS НД33/1,П,13,,,12JB001,XT НД33/1,3,,,
,ZL1-НД33/1,HS НД33/1,П,23,,,12JB001,XT НД33/1,4,,,
,XS1-НД33/1,HS НД33/1,П,13,,,12JB001,XT НД33/1,5,,,
,XS2-НД33/1,HS НД33/1,П,21,,,12JB001,XT НД33/1,6,,,
,PE,HS НД33/1,П,PE,,,12JB001,XT НД33/1,7,,,
C2-Н30/1,24,HS Н30/1,П,21,,,12JB001,XT Н30/1,1,,,
,K1-Н30/1,HS Н30/1,П,22,,,12JB001,XT Н30/1,2,,,
,ZL-Н30/1,HS Н30/1,П,13,,,12JB001,XT Н30/1,3,,,
,ZL1-Н30/1,HS Н30/1,П,23,,,12JB001,XT Н30/1,4,,,
,XS1-Н30/1,HS Н30/1,П,13,,,12JB001,XT Н30/1,5,,,
,XS2-Н30/1,HS Н30/1,П,21,,,12JB001,XT Н30/1,6,,,
,PE,HS Н30/1,П,PE,,,12JB001,XT Н30/1,7,,,
C2-ПУ30/1,24,HS ПУ30/1,П,21,,,12JB001,XT ПУ30/1,1,,,
,K1-ПУ30/1,HS ПУ30/1,П,22,,,12JB001,XT ПУ30/1,2,,,
,ZL-ПУ30/1,HS ПУ30/1,П,13,,,12JB001,XT ПУ30/1,3,,,
,ZL1-ПУ30/1,HS ПУ30/1,П,23,,,12JB001,XT ПУ30/1,4,,,
,XS1-ПУ30/1,HS ПУ30/1,П,13,,,12JB001,XT ПУ30/1,5,,,
,XS2-ПУ30/1,HS ПУ30/1,П,21,,,12JB001,XT ПУ30/1,6,,,
,PE,HS ПУ30/1,П,PE,,,12JB001,XT ПУ30/1,7,,,
C3-Нкц1/1,24,HS Нкц1/1,П,21,,,12JB001,XT Нкц1/1,1,,,
,K1-Нкц1/1,HS Нкц1/1,П,22,,,12JB001,XT Нкц1/1,2,,,
,ZL-Нкц1/1,HS Нкц1/1,П,13,,,12JB001,XT Нкц1/1,3,,,
,ZL1-Нкц1/1,HS Нкц1/1,П,23,,,12JB001,XT Нкц1/1,4,,,
,XS1-Нкц1/1,HS Нкц1/1,П,13,,,12JB001,XT Нкц1/1,5,,,
,XS2-Нкц1/1,HS Нкц1/1,П,21,,,12JB001,XT Нкц1/1,6,,,
,PE,HS Нкц1/1,П,PE,,,12JB001,XT Нкц1/1,7,,,
C2-ПУ1/1,24,HS ПУ1/1,П,21,,,12JB001,XT ПУ1/1,1,,,
,K1-ПУ1/1,HS ПУ1/1,П,22,,,12JB001,XT ПУ1/1,2,,,
,ZL-ПУ1/1,HS ПУ1/1,П,13,,,12JB001,XT ПУ1/1,3,,,
,ZL1-ПУ1/1,HS ПУ1/1,П,23,,,12JB001,XT ПУ1/1,4,,,
,XS1-ПУ1/1,HS ПУ1/1,П,13,,,12JB001,XT ПУ1/1,5,,,
,XS2-ПУ1/1,HS ПУ1/1,П,21,,,12JB001,XT ПУ1/1,6,,,
,PE,HS ПУ1/1,П,PE,,,12JB001,XT ПУ1/1,7,,,
C3-Ноп1/1,24,HS Ноп1/1,П,21,,,12JB001,XT Ноп1/1,1,,,
,K1-Ноп1/1,HS Ноп1/1,П,22,,,12JB001,XT Ноп1/1,2,,,
,ZL-Ноп1/1,HS Ноп1/1,П,13,,,12JB001,XT Ноп1/1,3,,,
,ZL1-Ноп1/1,HS Ноп1/1,П,23,,,12JB001,XT Ноп1/1,4,,,
,XS1-Ноп1/1,HS Ноп1/1,П,13,,,12JB001,XT Ноп1/1,5,,,
,XS2-Ноп1/1,HS Ноп1/1,П,21,,,12JB001,XT Ноп1/1,6,,,
,PE,HS Ноп1/1,П,PE,,,12JB001,XT Ноп1/1,7,,,
C3-HД1/1,24,HS Ндс1/1,П,21,,,12JB001,XT Ндс1/1,1,,,
,K1-Ндс1/1,HS Ндс1/1,П,22,,,12JB001,XT Ндс1/1,2,,,
,ZL-Ндс1/1,HS Ндс1/1,П,13,,,12JB001,XT Ндс1/1,3,,,
,ZL1-Ндс1/1,HS Ндс1/1,П,23,,,12JB001,XT Ндс1/1,4,,,
,XS1-Ндс1/1,HS Ндс1/1,П,13,,,12JB001,XT Ндс1/1,5,,,
,XS2-Ндс1/1,HS Ндс1/1,П,21,,,12JB001,XT Ндс1/1,6,,,
,PE,HS Ндс1/1,П,PE,,,12JB001,XT Ндс1/1,7,,,
C2-Нц1/1,24,HS Нц1/1,П,21,,,12JB001,XT Нц1/1,1,,,
,K1-Нц1/1,HS Нц1/1,П,22,,,12JB001,XT Нц1/1,2,,,
,ZL-Нц1/1,HS Нц1/1,П,13,,,12JB001,XT Нц1/1,3,,,
,ZL1-Нц1/1,HS Нц1/1,П,23,,,12JB001,XT Нц1/1,4,,,
,XS1-Нц1/1,HS Нц1/1,П,13,,,12JB001,XT Нц1/1,5,,,
,XS2-Нц1/1,HS Нц1/1,П,21,,,12JB001,XT Нц1/1,6,,,
,PE,HS Нц1/1,П,PE,,,12JB001,XT Нц1/1,7,,,
C3-ТК1/1,24,HS ТК1/1,П,21,,,12JB001,XT ТК1/1,1,,,
,K1-ТК1/1,HS ТК1/1,П,22,,,12JB001,XT ТК1/1,2,,,
,ZL-ТК1/1,HS ТК1/1,П,13,,,12JB001,XT ТК1/1,3,,,
,ZL1-ТК1/1,HS ТК1/1,П,23,,,12JB001,XT ТК1/1,4,,,
,XS1-ТК1/1,HS ТК1/1,П,13,,,12JB001,XT ТК1/1,5,,,
,XS2-ТК1/1,HS ТК1/1,П,21,,,12JB001,XT ТК1/1,6,,,
,PE,HS ТК1/1,П,PE,,,12JB001,XT ТК1/1,7,,,
C2-Нм7,24,HS Нм7,П,21,,,12JB001,XT Нм7/1,1,,,
,K1-Нм7,HS Нм7,П,22,,,12JB001,XT Нм7/1,2,,,
,ZL-Нм7,HS Нм7,П,13,,,12JB001,XT Нм7/1,3,,,
,ZL1-Нм7,HS Нм7,П,23,,,12JB001,XT Нм7/1,4,,,
,XS1-Нм7,HS Нм7,П,13,,,12JB001,XT Нм7/1,5,,,
,XS2-Нм7,HS Нм7,П,21,,,12JB001,XT Нм7/1,6,,,
,PE,HS Нм7,П,PE,,,12JB001,XT Нм7/1,7,,,
C2-23НБ,24,HS 23НБ,П,21,,,12JB001,XT 23НБ,1,,,
,K1-23НБ,HS 23НБ,П,22,,,12JB001,XT 23НБ,2,,,
,ZL-23НБ,HS 23НБ,П,13,,,12JB001,XT 23НБ,3,,,
,ZL1-23НБ,HS 23НБ,П,23,,,12JB001,XT 23НБ,4,,,
,XS1-23НБ,HS 23НБ,П,13,,,12JB001,XT 23НБ,5,,,
,XS2-23НБ,HS 23НБ,П,21,,,12JB001,XT 23НБ,6,,,
,PE,HS 23НБ,П,PE,,,12JB001,XT 23НБ,7,,,
C2-Нв1/1,24,HS Нв1/1,П,21,,,12JB001,XT Нв1/1,1,,,
,K1-Нв1/1,HS Нв1/1,П,22,,,12JB001,XT Нв1/1,2,,,
,ZL-Нв1/1,HS Нв1/1,П,13,,,12JB001,XT Нв1/1,3,,,
,ZL1-Нв1/1,HS Нв1/1,П,23,,,12JB001,XT Нв1/1,4,,,
,XS1-Нв1/1,HS Нв1/1,П,13,,,12JB001,XT Нв1/1,5,,,
,XS2-Нв1/1,HS Нв1/1,П,21,,,12JB001,XT Нв1/1,6,,,
,PE,HS Нв1/1,П,PE,,,12JB001,XT Нв1/1,7,,,
C2-Нв1/2,24,HS Нв1/2,П,21,,,12JB001,XT Нв1/2,1,,,
,K1-Нв1/2,HS Нв1/2,П,22,,,12JB001,XT Нв1/2,2,,,
,ZL-Нв1/2,HS Нв1/2,П,13,,,12JB001,XT Нв1/2,3,,,
,ZL1-Нв1/2,HS Нв1/2,П,23,,,12JB001,XT Нв1/2,4,,,
,XS1-Нв1/2,HS Нв1/2,П,13,,,12JB001,XT Нв1/2,5,,,
,XS2-Нв1/2,HS Нв1/2,П,21,,,12JB001,XT Нв1/2,6,,,
,PE,HS Нв1/2,П,PE,,,12JB001,XT Нв1/2,7,,,
C4-НД31/1,AO2-12,НД31/1,П,(+),,,12JB001,XT НД31/1,1,,,
,AO2-13,НД31/1,П,(-),,,12JB001,XT НД31/1,2,,,
C4-НД32/1,AO2-16,НД32/1,П,(+),,,12JB001,XT НД32/1,1,,,
,AO2-17,НД32/1,П,(-),,,12JB001,XT НД32/1,2,,,
C4-НД33/1,AO3-2,НД33/1,П,(+),,,12JB001,XT НД33/1,1,,,
,AO3-3,НД33/1,П,(-),,,12JB001,XT НД33/1,2,,,
C-12кшv1,HS12кшv1 (24В),12кшv1,П,1,,,12JB002,XT-12кшv1,1,,,
,HS12кшv1 (0В),12кшv1,П,2,,,12JB002,XT-12кшv1,2,,,
,HS12кшv1 (PE),12кшv1,П,3,,,12JB002,XT-12кшv1,3,,,
,ZS12кшv1,12кшv1,П,4,,,12JB002,XT-12кшv1,4,,,
,ZSC12кшv1,12кшv1,П,5,,,12JB002,XT-12кшv1,5,,,
,ZSO12кшv1,12кшv1,П,7,,,12JB002,XT-12кшv1,6,,,
C-12кшv3,HS12кшv3 (24В),12кшv3,П,1,,,12JB002,XT-12кшv3,1,,,
,HS12кшv3 (0В),12кшv3,П,2,,,12JB002,XT-12кшv3,2,,,
,HS12кшv3 (PE),12кшv3,П,3,,,12JB002,XT-12кшv3,3,,,
,ZS12кшv3,12кшv3,П,4,,,12JB002,XT-12кшv3,4,,,
,ZSC12кшv3,12кшv3,П,5,,,12JB002,XT-12кшv3,5,,,
,ZSO12кшv3,12кшv3,П,7,,,12JB002,XT-12кшv3,6,,,
C-12кшv4,HS12кшv4 (24В),12кшv4,П,1,,,12JB002,XT-12кшv4,1,,,
,HS12кшv4 (0В),12кшv4,П,2,,,12JB002,XT-12кшv4,2,,,
,HS12кшv4 (PE),12кшv4,П,3,,,12JB002,XT-12кшv4,3,,,
,ZS12кшv4,12кшv4,П,4,,,12JB002,XT-12кшv4,4,,,
,ZSC12кшv4,12кшv4,П,5,,,12JB002,XT-12кшv4,5,,,
,ZSO12кшv4,12кшv4,П,7,,,12JB002,XT-12кшv4,6,,,
C-12кшv5,HS12кшv5 (24В),12кшv5,П,1,,,12JB002,XT-12кшv5,1,,,
,HS12кшv5 (0В),12кшv5,П,2,,,12JB002,XT-12кшv5,2,,,
,HS12кшv5 (PE),12кшv5,П,3,,,12JB002,XT-12кшv5,3,,,
,ZS12кшv5,12кшv5,П,4,,,12JB002,XT-12кшv5,4,,,
,ZSC12кшv5,12кшv5,П,5,,,12JB002,XT-12кшv5,5,,,
,ZSO12кшv5,12кшv5,П,7,,,12JB002,XT-12кшv5,6,,,
C-12кшv102,HS12кшv102 (24В),12кшv102,П,1,,,12JB002,XT-12кшv102,1,,,
,HS12кшv102 (0В),12кшv102,П,2,,,12JB002,XT-12кшv102,2,,,
,HS12кшv102 (PE),12кшv102,П,3,,,12JB002,XT-12кшv102,3,,,
,ZS12кшv102,12кшv102,П,4,,,12JB002,XT-12кшv102,4,,,
,ZSC12кшv102,12кшv102,П,5,,,12JB002,XT-12кшv102,5,,,
,ZSO12кшv102,12кшv102,П,7,,,12JB002,XT-12кшv102,6,,,
C-12кшv103,HS12кшv103 (24В),12кшv103,П,1,,,12JB002,XT-12кшv103,1,,,
,HS12кшv103 (0В),12кшv103,П,2,,,12JB002,XT-12кшv103,2,,,
,HS12кшv103 (PE),12кшv103,П,3,,,12JB002,XT-12кшv103,3,,,
